name;description;isPartOfCourseraPlus;subtitleLanguages;productDifficultyLevels;audiences;enrollments;partners;languages;numProductRatings;allLanguageCodes;avgProductRatings;skills
AI Workflow: AI in Production;This is the sixth course in the IBM AI Enterprise Workflow Certification specialization.   You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.    ;False;[];Advanced;;2396;['IBM'];English;41;['en'];4.487804878048781;['Software Testing', 'Application Development', 'Unit Testing', 'Cloud Computing', 'Performance', 'Software Engineering', 'Kubernetes', 'General Statistics', 'Machine Learning', 'Forecasting', 'Probability & Statistics', 'Applied Machine Learning']
Virtual Agent Development in Dialogflow ES for Software Devs;Welcome to "CCAI Virtual Agent Development in Dialogflow ES for Software Developers", the third course in the "Customer Experiences with Contact Center AI" series. ;True;[];Intermediate;;738;['Google Cloud'];English;21;['en'];4.571428571428571;['Application Programming Interfaces', 'Theoretical Computer Science', 'Google Cloud Platform', 'Journalism', 'Software', 'Communication', 'Computer Programming', 'A/Rose', 'Cloud Computing', 'Mapping']
Engineering Practices for Building Quality Software;Agile embraces change which means that team should be able to effectively make changes to the system as team learns about users and market.  To be good at effectively making changes to the system, teams need to have engineering rigor and excellence else embracing change becomes very painful and expensive.  ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;13225;['University of Minnesota'];English;206;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.538834951456311;['Software Testing', 'Software', 'Software Engineering', 'Software Quality', 'Communication']
Contact Center AI: Operations and Implementation;Welcome to "CCAI Operations and Implementation", the fourth course in the "Customer Experiences with Contact Center AI" series. ;True;[];Intermediate;;838;['Google Cloud'];English;22;['en'];4.681818181818182;['Telephone Number', 'Process', 'Data Management', 'Contact Center Software']
Virtual Agent Development in Dialogflow CX for Citizen Devs;Welcome to "CCAI Virtual Agent Development in Dialogflow CX for Citizen Developers", the second course in the "Customer Experiences with Contact Center AI" series. ;True;[];Intermediate;;141;['Google Cloud'];English;3;['en'];4.666666666666667;['Computer Programming', 'Leadership and Management', 'Training', 'Scaling', 'Operations Research', 'Maintenance', 'Strategy and Operations', 'Java Programming', 'Dependent And Independent Variables', 'Reusability', 'Probability & Statistics', 'Flow Network']
Execution, persistence, privilege escalation and evasion;This course is a continuation of Python for Cybersecurity. The topics covered are execution, persistence, privilege escalation and evasion.;True;[];Intermediate;;916;['Infosec'];English;19;['en'];4.105263157894737;['Information Security', 'Theoretical Computer Science', 'Privilege Escalation', 'Persistence']
Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro;Este curso intensivo sob demanda tem duração de uma semana e apresentará as funcionalidades de Big Data e Machine Learning do Google Cloud Platform (GCP). Ele fornecerá uma visão geral rápida do Google Cloud Platform e mostrará em detalhes os recursos do processamento de dados.;True;['English'];Intermediate;;1764;['Google Cloud'];Portuguese (Brazil);71;['en', 'pt'];4.774647887323944;['Cloud Infrastructure', 'Google Cloud Platform', 'Cloud Computing']
Ciencia de Datos Aplicada - Curso Capstone;Este curso de proyecto final le dará una idea de lo que atraviesan los científicos de datos en la vida real cuando trabajan con datos.;False;['French', 'Portuguese', 'Russian', 'English'];Intermediate;;345;['IBM'];Spanish;7;['fr', 'pt', 'ru', 'en', 'es'];4.857142857142857;['Pandas', 'Yottabyte']
Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation;The capstone project of the Modern Robotics specialization is on mobile manipulation: simultaneously controlling the motion of a wheeled mobile base and its robot arm to achieve a manipulation task.  This project integrates several topics from the specialization, including trajectory planning, odometry for mobile robots, and feedback control.  Beginning from the Modern Robotics software library provided to you (written in Python, Mathematica, and MATLAB), and software you have written for previous courses, you will develop software to plan and control the motion of a mobile manipulator to perform a pick and place task.  You will test your software on the KUKA youBot, a mobile manipulator consisting of an omnidirectional mecanum-wheel mobile base, a 5-joint robot arm, and a gripper.  The state-of-the-art, cross-platform V-REP robot simulator will be used to simulate the task.;True;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Intermediate;;4889;['Northwestern University'];English;43;['fr', 'pt', 'ru', 'es', 'en'];4.930232558139535;['Computer Graphics', 'Robotics', 'Jpeg', 'Computer Graphic Techniques', 'Computer Programming', 'Path (Variable)']
Principles of Computing (Part 1);This two-part course builds upon the programming skills that you learned in our Introduction to Interactive Programming in Python course.  We will augment those skills with both important programming practices and critical mathematical problem solving skills.  These skills underlie larger scale computational problem solving and programming. The main focus of the class will be programming weekly mini-projects in Python that build upon the mathematical and programming principles that are taught in the class. To keep the class fun and engaging, many of the projects will involve working with strategy-based games.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;30019;['Rice University'];English;556;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.748201438848921;['Statistical Programming', 'Probability & Statistics', 'Computer Programming', 'Mathematics', 'SQL', 'Data Management', 'Databases', 'Principle']
